GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-203468-1641731-1641774-1642273-1642848-,C. McCollum - B. Coulibaly - T. Vukcevic - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,37.9,113.68,94.74,1,0.0,73,63,36,63,227,206,1,88,166,111,166,134,1,81,1,193,206,118,196,1900
Lineups,-203468-1630557-1641731-1641774-1642273-,C. McCollum - C. Kispert - B. Coulibaly - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,133.3,200.0,-133.3,-200.0,0.0,0.0,0.0,0.5,0.0,0.25,0.667,0.0,0.0,99.3,82.76,68.97,3,0.0,73,63,36,63,178,206,245,259,166,111,166,29,192,192,274,193,206,266,196,4350
Lineups,-203468-1630557-1641715-1641731-1641774-,C. McCollum - C. Kispert - C. Whitmore - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,1,0,1.0,1.0,0.0,0.0,250.0,250.0,-250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8,94.43,78.69,2,-0.222,73,2,1,1,200,206,270,271,166,111,166,134,192,212,1,193,206,229,243,3050
Lineups,-203468-1630557-1641774-1642259-1642273-,C. McCollum - C. Kispert - T. Vukcevic - A. Sarr - K. George,1610612764,WAS,1,0,1,0.0,1.0,200.0,100.0,300.0,150.0,-100.0,-50.0,1.0,0.0,33.3,0.0,1.0,1.0,0.0,1.0,1.0,58.8,117.55,97.96,2,0.571,73,63,36,63,216,105,203,187,1,111,10,134,1,1,1,11,15,99,81,2450
Lineups,-203468-1641715-1641731-1642273-1642848-,C. McCollum - C. Whitmore - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,113.6,100.0,200.0,200.0,-86.4,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,84.6,90.0,75.0,1,0.0,73,63,36,63,230,105,245,226,166,111,166,134,192,212,1,193,115,245,196,1600
Lineups,-203468-1630551-1642259-1642267-1642860-,C. McCollum - J. Champagnie - A. Sarr - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,138.9,200.0,123.0,150.0,15.9,50.0,1.0,0.0,50.0,0.0,1.0,0.5,0.0,1.0,0.694,107.4,83.08,69.23,1,0.4,73,63,36,63,212,10,203,46,1,111,1,134,1,81,1,11,72,265,135,2600
Lineups,-203468-1630551-1641731-1642259-1642267-,C. McCollum - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1.0,1.0,0.0,0.0,104.2,100.0,-104.2,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,96.2,98.18,81.82,3,4.0,73,2,1,1,174,206,96,226,166,111,166,134,192,212,233,193,206,217,1,4400
Lineups,-203468-1630551-1641731-1641774-1642860-,C. McCollum - J. Champagnie - B. Coulibaly - T. Vukcevic - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,200.0,100.0,100.0,100.0,100.0,0.0,1.0,0.0,33.3,0.0,1.0,1.0,0.0,1.0,1.0,102.9,137.14,114.29,2,1.0,73,63,36,63,225,105,96,88,1,111,10,134,1,1,1,11,15,49,23,2100
Lineups,-203468-1630551-1630557-1642259-1642364-,C. McCollum - J. Champagnie - C. Kispert - A. Sarr - J. Watkins,1610612764,WAS,1,0,1,0.0,1.0,212.8,200.0,0.0,0.0,212.8,200.0,1.0,0.0,33.3,0.0,0.25,0.25,0.0,1.0,1.064,78.5,83.48,69.57,2,-10.0,73,63,36,63,191,10,1,5,1,111,10,134,186,192,1,11,11,263,282,3450
Lineups,-203468-1630551-1630557-1642259-1642848-,C. McCollum - J. Champagnie - C. Kispert - A. Sarr - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,250.0,250.0,-250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,93.91,78.26,1,-0.143,73,63,36,63,220,206,270,271,166,111,166,134,192,212,1,193,206,233,235,2300
Lineups,-203468-1630551-1630557-1641774-1642273-,C. McCollum - J. Champagnie - C. Kispert - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,90.0,135.0,112.5,2,-0.667,73,63,36,63,230,206,245,259,166,111,166,134,192,212,259,193,206,56,264,1600
Lineups,-203468-1630551-1641715-1642259-1642267-,C. McCollum - J. Champagnie - C. Whitmore - A. Sarr - B. Carrington,1610612764,WAS,2,1,1,0.5,1.0,69.4,40.0,25.8,25.0,43.7,15.0,0.0,0.0,0.0,0.25,1.0,0.571,0.0,0.0,0.258,110.6,147.27,122.73,5,0.0,27,2,36,36,174,195,46,78,166,111,166,96,1,59,1,193,189,38,196,4400
Lineups,-203468-1630551-1641715-1641731-1641774-,C. McCollum - J. Champagnie - C. Whitmore - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,1,0,1.0,1.0,66.7,66.7,106.4,100.0,-39.7,-33.3,1.0,1.0,25.0,0.0,0.0,0.0,0.333,0.5,0.5,101.8,104.35,86.96,3,-1.0,73,2,1,1,191,167,96,169,1,57,36,134,192,212,233,114,141,176,267,3450
Lineups,-203468-1628963-1642267-1642364-1642848-,C. McCollum - M. Bagley III - B. Carrington - J. Watkins - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,100.0,66.7,106.4,100.0,-6.4,-33.3,1.0,0.0,20.0,0.5,0.5,0.5,0.0,0.333,0.333,82.2,105.88,88.24,3,0.5,73,63,36,63,194,167,96,169,1,111,72,29,150,81,1,157,174,160,97,3400
Lineups,-203468-1628963-1642267-1642273-1642860-,C. McCollum - M. Bagley III - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,87.2,100.0,100.0,100.0,-12.8,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.333,0.5,0.615,149.6,139.35,116.13,3,0.25,73,63,36,63,198,105,96,88,166,111,166,134,150,172,233,114,96,44,163,3100
Lineups,-203468-1628963-1641731-1642267-1642273-,C. McCollum - M. Bagley III - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,69.4,66.7,-69.4,-66.7,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,79.9,81.82,68.18,2,3.0,73,63,36,63,174,206,66,203,166,111,166,134,1,81,1,193,206,268,2,4400
Lineups,-203468-1628963-1641731-1641774-1642267-,C. McCollum - M. Bagley III - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1.0,1.0,150.0,100.0,150.0,150.0,0.0,-50.0,1.0,0.0,25.0,0.0,1.0,0.5,0.0,0.75,0.75,99.3,124.14,103.45,3,0.429,73,2,1,1,203,105,203,187,1,111,36,134,1,81,1,43,48,77,126,2900
Lineups,-203468-1628963-1630557-1641731-1642267-,C. McCollum - M. Bagley III - C. Kispert - B. Coulibaly - B. Carrington,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,166.7,166.7,-166.7,-166.7,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,96.0,115.2,96.0,3,-0.167,73,63,36,63,183,206,230,256,166,111,166,134,1,172,1,193,206,111,240,3750
Lineups,-203468-1628963-1641715-1642267-1642273-,C. McCollum - M. Bagley III - C. Whitmore - B. Carrington - K. George,1610612764,WAS,2,0,2,0.0,1.0,100.0,75.0,163.9,200.0,-63.9,-125.0,1.0,1.0,20.0,0.0,0.0,0.0,0.25,0.75,0.75,128.9,130.91,109.09,4,0.13,27,63,225,63,174,161,245,246,1,57,72,134,192,212,212,43,48,64,178,4400
Lineups,-203468-1628963-1630551-1642364-1642860-,C. McCollum - M. Bagley III - J. Champagnie - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.5,0.6,0.0,0.0,0.0,118.9,91.91,76.6,1,0.429,73,63,36,63,218,206,1,88,166,111,166,20,150,49,1,193,206,242,126,2350
Lineups,-203468-1628963-1641774-1642267-1642848-,C. McCollum - M. Bagley III - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,100.0,100.0,0.0,0.0,100.0,100.0,1.0,0.0,25.0,0.5,1.0,0.667,0.0,0.333,0.333,77.8,103.78,86.49,2,1.0,73,63,36,63,208,105,1,17,1,111,36,29,1,32,1,157,174,181,23,2775
Lineups,-203468-1631103-1641774-1642267-1642364-,C. McCollum - M. Branham - T. Vukcevic - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,150.0,150.0,-150.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.9,163.64,136.36,3,-0.25,73,63,36,63,222,206,203,249,166,111,166,134,192,212,1,193,206,29,247,2200
Lineups,-203468-1641774-1642267-1642273-1642364-,C. McCollum - T. Vukcevic - B. Carrington - K. George - J. Watkins,1610612764,WAS,1,0,1,0.0,1.0,173.6,166.7,166.7,125.0,6.9,41.7,1.0,1.0,25.0,0.0,0.0,0.0,0.333,1.5,1.33,141.1,168.0,140.0,3,0.455,73,63,36,63,201,22,168,52,1,57,36,134,192,212,233,1,4,27,115,3000
Lineups,-1641715-1641731-1642267-1642273-1642848-,C. Whitmore - B. Coulibaly - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,250.0,250.0,-250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,104.73,87.27,2,-0.154,73,63,36,63,209,206,270,271,166,111,166,134,192,212,1,193,206,174,238,2750
Lineups,-1630551-1641731-1642259-1642273-1642848-,J. Champagnie - B. Coulibaly - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,200.0,200.0,200.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.5,84.71,70.59,1,0.4,73,63,36,63,213,10,96,17,166,111,166,134,192,212,1,11,15,257,135,2550
Lineups,-1630551-1630557-1642259-1642267-1642364-,J. Champagnie - C. Kispert - A. Sarr - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,73.2,97.63,81.36,2,-0.231,73,63,36,63,202,206,276,276,166,111,166,29,192,192,1,193,206,218,244,2950
Lineups,-1630551-1630557-1641731-1641774-1642267-,J. Champagnie - C. Kispert - B. Coulibaly - T. Vukcevic - B. Carrington,1610612764,WAS,1,0,1,0.0,1.0,250.0,250.0,106.4,66.7,143.6,183.3,0.5,0.0,25.0,1.0,0.5,0.667,0.0,0.833,0.833,96.3,124.14,103.45,2,0.929,73,63,36,63,203,7,66,7,108,111,36,1,150,32,1,32,32,77,40,2900
Lineups,-1630551-1641715-1642259-1642267-1642273-,J. Champagnie - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,2,0,2,0.0,1.0,138.9,133.3,69.4,66.7,69.4,66.7,1.0,1.0,25.0,0.0,1.0,1.0,0.333,1.0,1.064,149.2,155.4,129.5,3,1.0,27,63,225,63,207,52,66,33,1,57,36,134,1,1,233,11,11,36,23,2780
Lineups,-1630551-1641715-1641731-1642259-1642267-,J. Champagnie - C. Whitmore - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1.0,1.0,144.9,133.3,75.0,100.0,69.9,33.3,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.725,124.8,110.77,92.31,3,1.286,73,2,1,1,181,52,96,58,166,111,166,134,150,81,1,11,62,130,18,3900
Lineups,-1630551-1631103-1641774-1642267-1642860-,J. Champagnie - M. Branham - T. Vukcevic - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,20.5,20.0,175.0,175.0,-154.5,-155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.174,143.7,145.62,121.35,5,-0.429,73,63,36,63,172,205,238,254,166,111,166,134,192,212,253,193,202,39,258,4450
Lineups,-1630551-1631103-1641774-1642273-1642860-,J. Champagnie - M. Branham - T. Vukcevic - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139.4,139.35,116.13,2,-2.0,73,63,36,63,232,206,245,259,166,111,166,134,192,212,278,193,206,45,276,1550
Lineups,-1630551-1641774-1642267-1642358-1642860-,J. Champagnie - T. Vukcevic - B. Carrington - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,100.0,100.0,100.0,66.7,0.0,33.3,1.0,0.0,33.3,0.0,1.0,0.5,0.0,0.5,0.5,88.6,110.77,92.31,2,0.364,73,63,36,63,196,105,66,58,1,111,10,134,1,81,1,114,141,128,144,3250
Lineups,-203114-1630557-1642259-1642273-1642848-,K. Middleton - C. Kispert - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.0,118.4,138.08,115.07,4,-0.25,73,63,36,63,185,206,96,226,166,111,166,134,1,81,212,193,206,47,247,3650
Lineups,-203114-1630557-1641731-1642267-1642273-,K. Middleton - C. Kispert - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,84.71,70.59,2,-0.25,73,63,36,63,213,206,276,276,166,111,166,134,192,212,1,193,206,257,247,2550
Lineups,-203114-1630557-1641715-1642267-1642273-,K. Middleton - C. Kispert - C. Whitmore - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,66.7,50.0,-66.7,-50.0,0.0,0.0,0.0,0.0,0.5,0.25,0.333,0.0,0.0,113.7,132.63,110.53,3,0.0,73,63,36,63,182,206,54,187,166,111,166,134,150,192,233,193,206,61,196,3800
Lineups,-203114-203468-1642259-1642848-1642860-,K. Middleton - C. McCollum - A. Sarr - T. Johnson - W. Riley,1610612764,WAS,1,1,0,1.0,1.0,170.5,150.0,100.0,66.7,70.5,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852,95.0,126.32,105.26,2,2.0,73,2,1,1,205,36,66,24,166,111,166,134,192,212,1,193,31,71,5,2850
Lineups,-203114-203468-1641731-1642273-1642848-,K. Middleton - C. McCollum - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,129.3,100.0,106.4,100.0,22.9,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.647,138.7,165.14,137.61,3,1.0,73,63,36,63,223,105,96,88,166,111,166,29,192,81,1,193,86,28,23,2180
Lineups,-203114-203468-1630551-1631103-1642259-,K. Middleton - C. McCollum - J. Champagnie - M. Branham - A. Sarr,1610612764,WAS,1,1,0,1.0,1.0,154.6,150.0,125.0,125.0,29.6,25.0,0.667,0.0,33.3,0.0,0.5,0.5,0.0,1.0,0.773,127.5,129.44,107.87,4,0.762,73,2,1,1,172,36,168,67,80,111,10,134,150,81,1,11,41,68,53,4450
Lineups,-203114-203468-1628963-1641731-1642848-,K. Middleton - C. McCollum - M. Bagley III - B. Coulibaly - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,100.0,100.0,300.0,150.0,-200.0,-50.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.333,0.333,69.7,92.9,77.42,2,0.091,73,63,36,63,198,105,203,187,166,111,166,29,192,81,1,157,174,238,186,3100
Lineups,-203114-203468-1628963-1641715-1641731-,K. Middleton - C. McCollum - M. Bagley III - C. Whitmore - B. Coulibaly,1610612764,WAS,1,1,0,1.0,1.0,300.0,300.0,208.3,150.0,91.7,150.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.75,90.1,110.77,92.31,1,0.455,73,2,1,1,226,1,203,8,166,111,166,1,1,1,1,43,48,132,115,1950
Lineups,-203114-203468-1641774-1642267-1642860-,K. Middleton - C. McCollum - T. Vukcevic - B. Carrington - W. Riley,1610612764,WAS,1,1,0,1.0,1.0,0.0,0.0,66.7,50.0,-66.7,-50.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,116.8,136.22,113.51,3,-1.0,73,2,1,1,184,206,54,187,166,111,166,134,1,160,1,193,206,52,267,3700
Lineups,-203114-1641715-1642259-1642267-1642273-,K. Middleton - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,150.0,150.0,-150.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,108.7,135.85,113.21,3,-1.0,73,63,36,63,211,206,203,249,166,111,166,134,192,212,233,193,206,53,267,2650
Lineups,-203114-1641715-1641774-1642267-1642848-,K. Middleton - C. Whitmore - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,125.0,125.0,-125.0,-125.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,140.0,160.0,133.33,4,-0.071,73,63,36,63,186,206,168,246,166,111,166,134,107,172,1,193,206,31,229,3600
Lineups,-203114-1630551-1641731-1642259-1642267-,K. Middleton - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,1,0,1.0,1.0,133.3,133.3,0.0,0.0,133.3,133.3,1.0,2.0,40.0,0.0,1.0,1.0,0.333,1.0,1.0,105.4,122.93,102.44,3,1.4,73,2,1,1,180,52,1,10,1,29,8,134,1,1,233,11,15,83,17,4100
Lineups,-203114-1628963-1630557-1642267-1642273-,K. Middleton - M. Bagley III - C. Kispert - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,134.0,133.95,111.63,2,-0.5,73,63,36,63,224,206,96,226,166,111,166,134,1,1,278,193,206,58,259,2150
Lineups,-1628963-1630557-1641731-1642267-1642273-,M. Bagley III - C. Kispert - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.0,102.9,123.43,102.86,4,0.556,27,63,225,63,190,206,1,88,166,111,166,1,1,1,275,193,206,81,85,3500
Lineups,-1628963-1630557-1641715-1641731-1642273-,M. Bagley III - C. Kispert - C. Whitmore - B. Coulibaly - K. George,1610612764,WAS,1,0,1,0.0,1.0,123.0,150.0,0.0,0.0,123.0,150.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.333,0.436,107.7,93.91,78.26,2,1.667,73,63,36,63,220,36,1,8,166,111,166,29,150,81,1,157,154,233,12,2300
Lineups,-1628963-1641715-1641731-1642267-1642273-,M. Bagley III - C. Whitmore - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,1.0,300.0,300.0,250.0,250.0,50.0,50.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.5,1.5,83.5,83.48,69.57,2,0.533,73,63,36,63,191,1,270,46,1,111,1,134,192,212,1,1,1,263,92,3450
Lineups,-1631103-1641731-1642259-1642267-1642860-,M. Branham - B. Coulibaly - A. Sarr - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.333,1.0,0.5,0.0,0.0,0.0,75.8,101.05,84.21,2,-0.143,73,63,36,63,205,206,96,226,166,111,166,69,1,81,1,193,206,200,235,2850
Lineups,-1631103-1641774-1642267-1642273-1642860-,M. Branham - T. Vukcevic - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0.0,1.0,0.0,0.0,150.0,150.0,-150.0,-150.0,0.0,0.0,0.0,0.333,1.0,0.5,0.0,0.0,0.0,107.5,107.46,89.55,3,-0.667,73,63,36,63,195,206,203,249,166,111,166,69,1,81,1,193,206,148,264,3350
Lineups,-1642259-1642267-1642273-1642848-1642860-,A. Sarr - B. Carrington - K. George - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,227.3,200.0,-227.3,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.3,106.67,88.89,1,-2.0,73,63,36,63,238,206,245,259,166,111,166,134,192,212,1,193,206,151,276,1350
Lineups,-203468-1630557-1642259-1642273-1642848-,C. McCollum - C. Kispert - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,225.0,450.0,375.0,1,1.0,73,63,36,63,269,10,1,5,166,111,166,134,192,212,1,11,15,11,23,320
Lineups,-203468-1630557-1641715-1642259-1642848-,C. McCollum - C. Kispert - C. Whitmore - A. Sarr - T. Johnson,1610612764,WAS,2,0,2,0.0,0.0,113.6,100.0,200.0,100.0,-86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,100.3,160.0,133.33,1,0.0,27,63,225,63,238,105,96,88,166,111,166,134,192,212,1,193,115,31,196,1350
Lineups,-203468-1630557-1641715-1642267-1642273-,C. McCollum - C. Kispert - C. Whitmore - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,-1666.7,200.0,1666.7,-200.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,103.0,234.15,195.12,1,-2.0,73,63,36,63,263,206,245,259,166,111,166,1,192,81,1,193,206,16,276,615
Lineups,-203468-1630557-1641715-1642267-1642848-,C. McCollum - C. Kispert - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200.0,200.0,166.67,1,1.0,73,63,36,63,267,206,1,88,166,111,166,1,192,1,1,193,206,22,23,360
Lineups,-203468-1630557-1641774-1642267-1642848-,C. McCollum - C. Kispert - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9,205.71,171.43,1,0.0,73,63,36,63,258,206,245,259,166,111,166,134,192,212,1,193,206,20,196,700
Lineups,-203468-1630551-1641731-1641774-1642273-,C. McCollum - J. Champagnie - B. Coulibaly - T. Vukcevic - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,85.71,0,1.0,73,63,36,63,258,206,1,88,166,111,166,134,192,212,1,193,206,186,23,700
Lineups,-203468-1630551-1641715-1642259-1642848-,C. McCollum - J. Champagnie - C. Whitmore - A. Sarr - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.8,110.77,92.31,0,0.0,73,63,36,63,261,206,1,88,166,111,166,134,192,212,1,193,206,133,196,650
Lineups,-203468-1630551-1641715-1642267-1642848-,C. McCollum - J. Champagnie - C. Whitmore - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,113.6,100.0,-113.6,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.8,464.51,387.09,0,1.0,73,63,36,63,272,206,96,226,166,111,166,134,192,212,1,193,206,10,23,155
Lineups,-203468-1630551-1631103-1641774-1642267-,C. McCollum - J. Champagnie - M. Branham - T. Vukcevic - B. Carrington,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148.5,148.45,123.71,1,0.5,73,2,1,1,250,206,1,88,166,111,166,134,192,212,278,193,206,37,97,970
Lineups,-203468-1628963-1642267-1642848-1642860-,C. McCollum - M. Bagley III - B. Carrington - T. Johnson - W. Riley,1610612764,WAS,1,1,0,1.0,0.0,41.0,100.0,0.0,0.0,41.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.205,119.1,48.81,40.68,1,1.0,73,2,1,1,235,105,1,17,166,111,166,1,192,1,1,193,199,280,23,1475
Lineups,-203468-1628963-1641731-1642273-1642848-,C. McCollum - M. Bagley III - B. Coulibaly - K. George - T. Johnson,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,113.6,100.0,-113.6,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.9,137.14,114.29,1,2.0,73,63,36,63,247,206,96,226,166,111,166,134,192,212,1,193,206,51,5,1050
Lineups,-203468-1628963-1630557-1642267-1642273-,C. McCollum - M. Bagley III - C. Kispert - B. Carrington - K. George,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,130.91,109.09,1,0.0,73,63,36,63,246,206,1,88,166,111,166,134,192,212,1,193,206,65,196,1100
Lineups,-203468-1628963-1641715-1642267-1642860-,C. McCollum - M. Bagley III - C. Whitmore - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9,205.71,171.43,1,0.0,73,63,36,63,258,206,1,88,166,111,166,134,192,212,1,193,206,20,196,700
Lineups,-203468-1628963-1641715-1641731-1642267-,C. McCollum - M. Bagley III - C. Whitmore - B. Coulibaly - B. Carrington,1610612764,WAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,160.0,320.0,266.67,1,0.0,73,63,36,63,266,206,1,88,166,111,166,134,1,1,1,193,206,15,196,450
Lineups,-203468-1641774-1642267-1642364-1642848-,C. McCollum - T. Vukcevic - B. Carrington - J. Watkins - T. Johnson,1610612764,WAS,1,1,0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,172.8,144.0,1,-0.4,73,2,1,1,242,206,96,226,166,111,166,134,192,212,1,193,206,24,257,1250
